,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
5204,Maidstone,2/9 Havelock St,3,t,722000,S,Biggin,3/09/2017,6.4,3012,3,2,2.0,147.0,125.0,2015.0,,-37.785379999999996,144.87958999999998,Western Metropolitan,3873
5205,Reservoir,11 Asquith St,4,h,750000,VB,Stockdale,3/09/2017,12.0,3073,4,1,6.0,953.0,66.68927162367223,,,-37.69693,145.0079,Northern Metropolitan,21650
5206,Reservoir,21 Hughes Pde,3,h,758000,S,Barry,3/09/2017,12.0,3073,3,1,2.0,558.0,66.68927162367223,,,-37.69968,145.0054,Northern Metropolitan,21650
5207,Reservoir,165 Spring St,2,h,762000,S,Nelson,3/09/2017,12.0,3073,2,1,1.0,556.0,66.68927162367223,,,-37.72422,145.00141000000002,Northern Metropolitan,21650
5208,Sunshine North,93 Cumberland St,2,h,732500,S,Douglas,3/09/2017,10.5,3020,2,1,3.0,630.0,66.68927162367223,,,-37.76701,144.84444,Western Metropolitan,4217
5209,Sunshine West,10 Mayne St,3,h,713500,S,Douglas,3/09/2017,10.5,3020,3,1,2.0,520.0,131.0,1968.0,,-37.79128,144.82362,Western Metropolitan,6763
5210,Taylors Lakes,6 Pukaki Ct,3,h,705000,S,Barry,3/09/2017,15.5,3038,3,2,1.0,677.0,138.0,1980.0,,-37.712540000000004,144.80836000000002,Western Metropolitan,5336
5211,Tullamarine,231 Melrose Dr,3,h,782000,S,Jason,3/09/2017,12.9,3043,3,2,6.0,650.0,66.68927162367223,,,-37.6966,144.87746,Western Metropolitan,3296
5212,Aspendale,58 Station St,3,h,780000,PI,Ray,9/09/2017,21.5,3195,3,1,2.0,292.0,91.0,1955.0,,-38.019079999999995,145.09702,South-Eastern Metropolitan,2824
5213,Broadmeadows,55 Stanhope St,4,h,753000,S,Barry,9/09/2017,14.0,3047,4,1,2.0,696.0,66.68927162367223,,,-37.685629999999996,144.92998,Northern Metropolitan,4294
5214,Bundoora,36 Ormond Bvd,4,h,758000,S,Ray,9/09/2017,12.1,3083,4,3,2.0,331.0,331.0,2010.0,,-37.67998,145.07345,Northern Metropolitan,10175
5215,Carlton,81 Princes St,2,h,800000,VB,Woodards,9/09/2017,1.6,3053,2,1,,117.0,66.68927162367223,,,-37.79294,144.97283000000002,Northern Metropolitan,6786
5216,Diamond Creek,2 Bishop Av,4,h,745000,S,Mason,9/09/2017,21.8,3089,4,2,2.0,767.0,66.68927162367223,,,-37.67515,145.1655,Northern Victoria,4258
5217,Donvale,1a Chippewa Av,2,u,718500,S,Philip,9/09/2017,16.1,3111,2,1,1.0,255.0,66.68927162367223,,,-37.805279999999996,145.19057,Eastern Metropolitan,4790
5218,Ferntree Gully,4 Parklands Cl,3,h,797000,S,Schroeder,9/09/2017,24.8,3156,3,2,1.0,626.0,145.0,1995.0,,-37.89555,145.27625,Eastern Metropolitan,10788
5219,Footscray,27 Summerhill Rd,2,h,800000,VB,hockingstuart,9/09/2017,5.1,3011,2,1,2.0,353.0,123.0,1930.0,,-37.79047,144.88289,Western Metropolitan,7570
5220,Hadfield,6 Epping St,3,h,750000,VB,Barry,9/09/2017,11.2,3046,3,1,3.0,665.0,104.0,1970.0,,-37.704440000000005,144.95273999999998,Northern Metropolitan,2606
5221,Keilor Downs,2 Ajax Cl,4,h,720000,S,Brad,9/09/2017,15.5,3038,4,2,2.0,660.0,177.0,1985.0,,-37.720859999999995,144.79399999999998,Western Metropolitan,3656
5222,Lalor,26 Newton Cr,3,h,741000,S,HAR,9/09/2017,16.3,3075,3,1,1.0,672.0,66.68927162367223,,,-37.66486,145.02014,Northern Metropolitan,8279
5223,Mernda,13 Leonardo Dr,4,h,720000,S,HAR,9/09/2017,25.9,3754,4,2,2.0,573.0,245.0,,,-37.60686,145.08615,Northern Metropolitan,5812
5224,Mill Park,34 Border Dr,3,h,710000,S,Love,9/09/2017,17.9,3082,3,2,2.0,585.0,66.68927162367223,,,-37.65027,145.06136,Northern Metropolitan,10529
5225,Mill Park,3 Rosehill Ct,4,h,757000,S,Darren,9/09/2017,17.9,3082,4,2,3.0,800.0,270.0,1985.0,,-37.67217,145.0642,Northern Metropolitan,10529
5226,Mooroolbark,327 Hull Rd,3,h,720000,S,Fletchers,9/09/2017,26.5,3138,3,1,1.0,862.0,97.0,1960.0,,-37.78329,145.32271,Eastern Victoria,8280
5227,Reservoir,34 Elsey Rd,3,h,750000,VB,Stockdale,9/09/2017,12.0,3073,3,1,3.0,611.0,66.68927162367223,,,-37.70486,145.01169,Northern Metropolitan,21650
5228,Reservoir,753 Gilbert Rd,3,h,755000,S,hockingstuart,9/09/2017,12.0,3073,3,1,1.0,482.0,109.0,1965.0,,-37.7197,144.99295,Northern Metropolitan,21650
5229,Ringwood East,8 Ian Av,4,h,800000,PI,Philip,9/09/2017,21.3,3135,4,2,2.0,650.0,112.0,1960.0,,-37.80103,145.25368,Eastern Metropolitan,4407
5230,Seaford,6 Manyung Ct,3,h,770000,S,hockingstuart,9/09/2017,35.4,3198,3,1,1.0,591.0,130.0,1963.0,,-38.09864,145.13128999999998,South-Eastern Metropolitan,8077
5231,Sunshine North,32 Cumberland St,3,h,770000,S,Douglas,9/09/2017,10.5,3020,3,1,2.0,608.0,130.0,1960.0,,-37.77388,144.84368999999998,Western Metropolitan,4217
5232,Wollert,18 Wigan Cl,4,h,730000,PI,hockingstuart,9/09/2017,25.5,3750,4,2,2.0,400.0,248.0,2012.0,,-37.617290000000004,145.0238,Northern Metropolitan,2940
5233,Yarraville,279 Hyde St,4,h,800000,VB,Village,9/09/2017,6.3,3013,4,2,2.0,277.0,142.0,1950.0,,-37.8215,144.89614,Western Metropolitan,6543
5234,Altona North,4 Seventh Av,3,h,770000,S,Greg,16/09/2017,9.4,3025,3,1,2.0,549.0,66.68927162367223,,,-37.84476,144.8472,Western Metropolitan,5132
5235,Bundoora,1 Oxford Dr,4,h,730000,S,Ray,16/09/2017,12.1,3083,4,2,2.0,538.0,144.0,1970.0,,-37.7002,145.06517,Northern Metropolitan,10175
5236,Doncaster,4/30 Fromhold Dr,3,t,751000,S,McGrath,16/09/2017,12.4,3108,3,2,1.0,170.0,139.0,2010.0,,-37.78267,145.14278000000002,Eastern Metropolitan,9028
5237,Essendon,3/157 Deakin St,3,t,770000,VB,Nelson,16/09/2017,7.5,3040,3,1,1.0,116.0,66.68927162367223,2001.0,,-37.73899,144.89291,Western Metropolitan,9264
5238,Frankston South,13 Leslie St,4,h,760000,S,Eview,16/09/2017,38.0,3199,4,2,2.0,536.0,180.0,1965.0,,-38.16363,145.11545,South-Eastern Metropolitan,7566
5239,Hoppers Crossing,17 McCormack Cr,4,h,723000,S,hockingstuart,16/09/2017,18.4,3029,4,2,2.0,872.0,66.68927162367223,,,-37.872170000000004,144.68746000000002,Western Metropolitan,13830
5240,Mentone,21 Chicquita Cct,3,t,792000,S,hockingstuart,16/09/2017,20.0,3194,3,2,2.0,156.0,66.68927162367223,,,-37.979279999999996,145.0763,South-Eastern Metropolitan,6162
5241,Mill Park,20 Mayfield Dr,4,h,721000,S,Love,16/09/2017,17.9,3082,4,2,2.0,603.0,66.68927162367223,,,-37.673629999999996,145.06796,Northern Metropolitan,10529
5242,Narre Warren,12 Emily Dr,4,h,792500,S,Harcourts,16/09/2017,34.1,3805,4,2,2.0,846.0,174.0,1996.0,,-38.00626,145.29079,South-Eastern Metropolitan,9376
5243,Northcote,217 Westgarth St,2,h,780000,VB,Nelson,16/09/2017,5.3,3070,2,1,,242.0,66.68927162367223,,,-37.782540000000004,145.01013999999998,Northern Metropolitan,11364
5244,Oak Park,242 Waterloo Rd,3,h,725000,SP,Nelson,16/09/2017,11.2,3046,3,1,1.0,327.0,111.0,1960.0,,-37.7151,144.92103,Northern Metropolitan,2651
5245,Point Cook,18 Creswick Dr,4,h,765000,S,LJ,16/09/2017,14.7,3030,4,2,2.0,612.0,219.0,2004.0,,-37.88177,144.74221,Western Metropolitan,15542
5246,Ringwood,5 Bigola St,3,h,800000,S,buyMyplace,16/09/2017,19.9,3134,3,1,3.0,691.0,66.68927162367223,,,-37.80236,145.23916,Eastern Metropolitan,7785
5247,Ringwood East,4 Short St,3,h,746000,S,Fletchers,16/09/2017,21.3,3135,3,1,1.0,400.0,135.0,1950.0,,-37.809540000000005,145.25538,Eastern Metropolitan,4407
5248,Springvale,731 Princes Hwy,3,h,770000,SP,Le,16/09/2017,20.8,3171,3,1,4.0,585.0,66.68927162367223,,,-37.93975,145.16326,South-Eastern Metropolitan,7412
5249,Thomastown,4 Charlton Pl,3,h,750000,S,HAR,16/09/2017,15.3,3074,3,2,2.0,536.0,169.0,1980.0,,-37.67666,144.99161,Northern Metropolitan,7955
5250,Watsonia,12 Manfred St,3,h,792000,S,Buckingham,16/09/2017,14.5,3087,3,1,2.0,571.0,124.0,1960.0,,-37.71502,145.08844,Northern Metropolitan,2329
5251,Ardeer,721 Ballarat Rd,3,h,730000,SP,HAR,19/08/2017,12.8,3022,3,2,2.0,739.0,112.0,1970.0,,-37.77245,144.8001,Western Metropolitan,1281
5252,Chelsea Heights,3 Third Av,3,h,710000,SP,hockingstuart,19/08/2017,27.0,3196,3,1,1.0,650.0,138.0,1960.0,,-38.04513,145.1346,South-Eastern Metropolitan,2076
5253,Clarinda,6 Rosewall Pl,3,h,790000,S,C21,19/08/2017,17.5,3169,3,1,2.0,532.0,114.0,1975.0,,-37.93765,145.10583,South-Eastern Metropolitan,2727
5254,Craigieburn,27 Vantage Bvd,4,h,800000,SA,HAR,19/08/2017,20.6,3064,4,2,2.0,511.0,66.68927162367223,,,-37.593720000000005,144.89449,Northern Metropolitan,15510
5255,Ferntree Gully,93 Burke Rd,3,h,770000,S,Barry,19/08/2017,24.8,3156,3,1,0.0,720.0,66.68927162367223,,,-37.87356,145.27515,Eastern Metropolitan,10788
5256,Glen Iris,6 Bardolph St,2,h,708000,S,Jellis,19/08/2017,7.3,3146,2,1,1.0,151.0,66.68927162367223,,,-37.85156,145.07958,Southern Metropolitan,10412
5257,Kilsyth,47 Churchill Wy,3,h,710000,SP,McGrath,19/08/2017,26.0,3137,3,1,2.0,837.0,130.0,1960.0,,-37.796820000000004,145.30467,Eastern Metropolitan,4654
5258,Kilsyth,16 Regina St,3,h,780000,SP,McGrath,19/08/2017,26.0,3137,3,2,1.0,862.0,162.0,1986.0,,-37.80212,145.33016999999998,Eastern Metropolitan,4654
5259,Montmorency,2/50 Coventry St,3,h,756000,S,Fletchers,19/08/2017,16.2,3094,3,1,2.0,204.0,102.0,2000.0,,-37.72266,145.12171999999998,Eastern Metropolitan,3891
5260,Reservoir,19 Lucille Av,3,h,775500,S,Ray,19/08/2017,12.0,3073,3,1,3.0,586.0,120.0,1960.0,,-37.69983,145.02202,Northern Metropolitan,21650
5261,Spotswood,22 Cullen St,2,h,782500,S,Barlow,19/08/2017,6.2,3015,2,1,1.0,243.0,66.68927162367223,,,-37.828590000000005,144.87947,Western Metropolitan,1223
5262,Springvale South,4 Lindy Ct,3,h,750000,VB,Boutique,19/08/2017,22.2,3172,3,1,3.0,775.0,66.68927162367223,,,-37.9748,145.15213,South-Eastern Metropolitan,4054
5263,Albion,41 Adelaide St,3,h,760000,S,Bells,23/09/2017,10.5,3020,3,1,1.0,697.0,121.0,1950.0,,-37.780359999999995,144.8195,Western Metropolitan,2185
5264,Altona Meadows,52 Spicer Bvd,4,h,750000,S,YPA,23/09/2017,15.5,3028,4,2,2.0,636.0,232.0,1996.0,,-37.87941,144.76935,Western Metropolitan,7630
5265,Bayswater,85 Begonia Av,3,h,755000,S,iTRAK,23/09/2017,23.2,3153,3,2,4.0,782.0,66.68927162367223,,,-37.85002,145.25964,Eastern Metropolitan,5030
5266,Bayswater North,4 David Cl,3,h,800000,S,McGrath,23/09/2017,23.2,3153,3,2,5.0,931.0,66.68927162367223,,,-37.825340000000004,145.29921000000002,Eastern Metropolitan,3598
5267,Bayswater North,8 Skye Ct,3,h,724000,S,iTRAK,23/09/2017,23.2,3153,3,2,2.0,482.0,147.0,1990.0,,-37.82391,145.30266,Eastern Metropolitan,3598
5268,Blackburn,3/33 Glen Ebor Av,3,h,786000,S,Ray,23/09/2017,13.4,3130,3,1,2.0,1271.0,66.68927162367223,,,-37.821509999999996,145.16138999999998,Eastern Metropolitan,5713
5269,Bundoora,219 Greenwood Dr,3,h,745000,S,Ray,23/09/2017,12.1,3083,3,1,2.0,586.0,66.68927162367223,1970.0,,-37.70762,145.07179,Northern Metropolitan,10175
5270,Cheltenham,53 Primrose Av,3,t,795000,S,Buxton,23/09/2017,17.9,3192,3,2,2.0,138.0,137.0,2013.0,,-37.956559999999996,145.06926,Southern Metropolitan,9758
5271,Clayton South,4 Wannan Ct,3,h,800000,S,C21,23/09/2017,17.5,3169,3,1,2.0,602.0,66.68927162367223,,,-37.94146,145.11121,South-Eastern Metropolitan,4734
5272,Craigieburn,5 Blackbird Tce,4,h,735000,S,Ray,23/09/2017,20.6,3064,4,2,2.0,771.0,255.0,2006.0,,-37.57383,144.92424,Northern Metropolitan,15510
5273,Donvale,128 Mitcham Rd,3,u,775000,S,Noel,23/09/2017,16.1,3111,3,2,1.0,294.0,107.0,1970.0,,-37.79937,145.18164,Eastern Metropolitan,4790
5274,Fawkner,13 Lorne St,4,h,800000,S,Eview,23/09/2017,13.1,3060,4,3,2.0,308.0,203.0,2015.0,,-37.7166,144.97665,Northern Metropolitan,5070
5275,Ferntree Gully,14 Hancock Dr,3,h,791100,S,Ray,23/09/2017,24.8,3156,3,2,2.0,640.0,66.68927162367223,1980.0,,-37.89335,145.27924,Eastern Metropolitan,10788
5276,Ferntree Gully,27 Malua Rd,2,h,775000,S,Noel,23/09/2017,24.8,3156,2,1,1.0,733.0,110.0,1950.0,,-37.87101,145.26641999999998,Eastern Metropolitan,10788
5277,Greensborough,6 Pembroke St,3,h,785000,S,Darren,23/09/2017,16.1,3088,3,1,2.0,840.0,137.0,1960.0,,-37.69443,145.11245,Northern Metropolitan,8524
5278,Keilor East,86 Milleara Rd,3,h,790000,SP,Nelson,23/09/2017,11.7,3033,3,1,1.0,610.0,66.68927162367223,1959.0,,-37.7356,144.86479,Western Metropolitan,5629
5279,Keysborough,7 Allawah Cl,3,h,770000,S,Area,23/09/2017,25.2,3173,3,1,4.0,533.0,66.68927162367223,,,-37.98433,145.17041,South-Eastern Metropolitan,8459
5280,Lalor,8 Bataan Ct,4,h,766000,S,Melbourne,23/09/2017,16.3,3075,4,2,5.0,541.0,110.0,1980.0,,-37.66276,145.03073999999998,Northern Metropolitan,8279
5281,Maribyrnong,19 Merlyn St,2,h,752500,S,Purplebricks,23/09/2017,4.3,3032,2,1,,488.0,113.0,1910.0,,-37.784859999999995,144.88616000000002,Western Metropolitan,4918
5282,Meadow Heights,13 Haddon Ct,8,h,741000,S,Barry,23/09/2017,17.4,3048,8,3,1.0,1063.0,101.0,1980.0,,-37.65826,144.92538000000002,Northern Metropolitan,4704
5283,Niddrie,1 Cuthbert St,2,h,800000,S,Frank,23/09/2017,10.4,3042,2,1,2.0,352.0,83.0,1950.0,,-37.7361,144.88306,Western Metropolitan,2291
5284,Oak Park,27 Station Rd,3,t,763000,S,Eview,23/09/2017,11.2,3046,3,2,2.0,220.0,66.68927162367223,,,-37.71467,144.91997,Northern Metropolitan,2651
5285,Oakleigh,68 Haughton Rd,3,h,760000,PI,Woodards,23/09/2017,12.3,3166,3,1,1.0,692.0,120.0,1940.0,,-37.905840000000005,145.09495,Southern Metropolitan,3224
5286,Reservoir,32 Moira Av,4,h,785000,S,Nelson,23/09/2017,12.0,3073,4,2,2.0,534.0,66.68927162367223,,,-37.69583,144.98056,Northern Metropolitan,21650
5287,Reservoir,57 Yarra Av,3,h,800000,S,HAR,23/09/2017,12.0,3073,3,1,1.0,633.0,66.68927162367223,,,-37.71922,145.01806000000002,Northern Metropolitan,21650
5288,Sunbury,43 Ligar St,3,h,778000,S,Raine,23/09/2017,31.7,3429,3,2,1.0,1058.0,66.68927162367223,,,-37.57858,144.72349,Western Metropolitan,14092
5289,Taylors Lakes,2 Honeyeater Cr,3,h,746000,S,Purplebricks,23/09/2017,15.5,3038,3,2,2.0,649.0,66.68927162367223,,,-37.69616,144.78587,Western Metropolitan,5336
5290,Taylors Lakes,21 Salvana Ct,4,h,751000,S,Barry,23/09/2017,15.5,3038,4,2,2.0,712.0,364.0,1998.0,,-37.68646,144.77247,Western Metropolitan,5336
5291,Thomastown,24 Simpson St,3,h,720000,S,HAR,23/09/2017,15.3,3074,3,1,1.0,573.0,66.68927162367223,,,-37.679390000000005,145.00143,Northern Metropolitan,7955
5292,Altona North,23 Hatherley Gr,3,h,791000,S,Jas,26/08/2017,9.4,3025,3,1,4.0,553.0,131.0,1960.0,,-37.844840000000005,144.85017,Western Metropolitan,5132
5293,Boronia,2 Norwich St,4,h,728000,S,iTRAK,26/08/2017,25.0,3155,4,1,1.0,744.0,136.0,1970.0,,-37.85652,145.2758,Eastern Metropolitan,9704
5294,Caulfield South,2/203 Booran Rd,2,u,790000,S,Gary,26/08/2017,8.7,3162,2,1,1.0,919.0,82.0,2010.0,,-37.8981,145.03551000000002,Southern Metropolitan,5051
5295,Chelsea Heights,7 Brolga Av,3,h,725000,S,Ray,26/08/2017,27.0,3196,3,1,1.0,534.0,95.0,1980.0,,-38.04922,145.13904,South-Eastern Metropolitan,2076
5296,Coburg,373 Moreland Rd,2,t,770000,PI,Ray,26/08/2017,6.7,3058,2,1,1.0,600.0,66.68927162367223,,,-37.75356,144.9497,Northern Metropolitan,11204
5297,Cranbourne,48 Majestic Bvd,5,h,720008,SP,O'Brien,26/08/2017,34.7,3977,5,3,2.0,528.0,204.0,2006.0,,-38.08902,145.29006,South-Eastern Metropolitan,7680
5298,Footscray,39 Moore St,3,h,755000,PI,hockingstuart,26/08/2017,5.1,3011,3,1,2.0,334.0,110.0,1920.0,,-37.7977,144.90398000000002,Western Metropolitan,7570
5299,Footscray,141 Summerhill Rd,3,h,750000,PI,hockingstuart,26/08/2017,5.1,3011,3,1,2.0,232.0,66.68927162367223,,,-37.797,144.88173,Western Metropolitan,7570
5300,Frankston South,8 Fulham Cl,3,h,750000,S,Barry,26/08/2017,38.0,3199,3,1,2.0,698.0,66.68927162367223,,,-38.16624,145.13297,South-Eastern Metropolitan,7566
5301,Gladstone Park,9 Banks Pl,3,h,742000,S,Barry,26/08/2017,12.9,3043,3,2,2.0,375.0,66.68927162367223,1975.0,,-37.68415,144.8999,Western Metropolitan,3285
5302,Glenroy,80 Paget Av,2,h,725000,S,Stockdale,26/08/2017,11.2,3046,2,1,2.0,590.0,66.68927162367223,,,-37.69927,144.9256,Northern Metropolitan,8870
5303,Keilor,16 Kiewa Cr,5,h,739000,S,Daniel,26/08/2017,14.5,3036,5,2,2.0,295.0,66.68927162367223,,,-37.71945,144.82418,Western Metropolitan,2339
5304,Maidstone,3 Wallace St,3,h,735000,S,Biggin,26/08/2017,6.4,3012,3,1,1.0,167.0,110.0,2010.0,,-37.78817,144.87873000000002,Western Metropolitan,3873
5305,Melton,21D Yuille St,5,h,710000,PI,Ryder,26/08/2017,31.7,3337,5,2,2.0,1670.0,280.0,2000.0,,-37.678129999999996,144.59292,Western Victoria,3600
5306,Monbulk,21 David St,4,h,720000,SP,Fletchers,26/08/2017,34.1,3793,4,2,2.0,1611.0,66.68927162367223,,,-37.87931,145.41288,Eastern Victoria,1424
5307,Mooroolbark,11 Western Wy,3,h,760000,S,Fletchers,26/08/2017,26.5,3138,3,1,2.0,864.0,66.68927162367223,,,-37.76983,145.31687,Eastern Victoria,8280
5308,Nunawading,3/39 Lemon Gr,2,u,710000,S,Jellis,26/08/2017,15.4,3131,2,1,1.0,903.0,66.68927162367223,1985.0,,-37.8064,145.18452,Eastern Metropolitan,4973
5309,Reservoir,4 Newton St,3,h,800000,PI,Ray,26/08/2017,12.0,3073,3,1,2.0,585.0,90.0,1960.0,,-37.73173,145.02884,Northern Metropolitan,21650
5310,Sunbury,37 Ligar St,4,h,763000,S,Brad,26/08/2017,31.7,3429,4,2,2.0,1011.0,66.68927162367223,,,-37.5781,144.72383,Western Metropolitan,14092
5311,Sunshine,9 Appleby Ct,3,h,717500,S,Barry,26/08/2017,10.5,3020,3,1,1.0,554.0,95.0,1985.0,,-37.785140000000006,144.84561000000002,Western Metropolitan,3755
5312,Abbotsford,123/56 Nicholson St,2,u,750000,S,Biggin,12/11/2016,2.5,3067,2,2,1.0,473.53641881638845,94.0,2009.0,Yarra,-37.8078,144.9965,Northern Metropolitan,4019
5313,Airport West,50 Bedford St,3,h,730000,VB,Nelson,3/12/2016,13.5,3042,3,2,1.0,473.53641881638845,145.0,1965.0,Moonee Valley,-37.7203,144.8755,Western Metropolitan,3464
5314,Airport West,50 Bedford St,3,h,770000,SP,Nelson,4/03/2017,13.5,3042,3,2,1.0,473.53641881638845,145.0,1965.0,Moonee Valley,-37.7203,144.8755,Western Metropolitan,3464
5315,Altona North,1/5 Little St,3,h,720000,VB,Greg,6/08/2016,11.1,3025,3,2,1.0,473.53641881638845,130.0,2012.0,Hobsons Bay,-37.8379,144.8583,Western Metropolitan,5132
5316,Armadale,7/501 Orrong Rd,3,u,732000,S,Gary,18/06/2016,6.3,3143,3,2,2.0,473.53641881638845,66.68927162367223,,Stonnington,-37.8597,145.0104,Southern Metropolitan,4836
5317,Armadale,6/51 Armadale St,2,u,704000,SP,Greg,19/11/2016,6.3,3143,2,1,1.0,473.53641881638845,74.0,1969.0,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836
5318,Ascot Vale,106/246 Union Rd,3,u,790000,PI,Weda,24/09/2016,5.9,3032,3,2,1.0,473.53641881638845,148.0,,Moonee Valley,-37.7722,144.9163,Western Metropolitan,6567
5319,Avondale Heights,9 Rogerson St,3,h,750000,SP,Moonee,3/09/2016,10.5,3034,3,1,1.0,473.53641881638845,103.0,1980.0,Moonee Valley,-37.7634,144.8611,Western Metropolitan,4502
5320,Bentleigh,548 Centre Rd,3,h,770000,VB,Woodards,10/12/2016,13.0,3204,3,2,2.0,473.53641881638845,66.68927162367223,1987.0,Glen Eira,-37.9193,145.0438,Southern Metropolitan,6795
5321,Bentleigh East,1/811 Centre Rd,2,h,710000,S,Buxton,27/11/2016,13.9,3165,2,1,1.0,473.53641881638845,115.0,1950.0,Glen Eira,-37.9212,145.0606,Southern Metropolitan,10969
5322,Brighton,8/35 Normanby St,2,u,756000,S,Buxton,15/10/2016,11.2,3186,2,1,1.0,473.53641881638845,80.0,1920.0,Bayside,-37.9112,144.9909,Southern Metropolitan,10579
5323,Brighton,4/95 Wilson St,2,u,760000,PI,Hodges,25/02/2017,11.2,3186,2,1,2.0,473.53641881638845,66.68927162367223,,Bayside,-37.914,145.003,Southern Metropolitan,10579
5324,Burwood,1/54 McIntyre St,4,u,800000,PI,Lindellas,28/05/2016,11.7,3125,4,2,1.0,473.53641881638845,150.0,1950.0,Whitehorse,-37.8507,145.109,Southern Metropolitan,5678
5325,Canterbury,4/34 Rochester Rd,2,u,722000,S,Jellis,12/11/2016,9.0,3126,2,1,1.0,473.53641881638845,92.0,1965.0,Boroondara,-37.8205,145.0828,Southern Metropolitan,3265
5326,Carnegie,4/5 Anzac St,2,u,772000,S,hockingstuart,4/06/2016,11.4,3163,2,1,2.0,473.53641881638845,100.0,1973.0,Glen Eira,-37.8863,145.066,Southern Metropolitan,7822
5327,Caulfield,6/5 Freeman St,2,u,722500,S,Gary,3/09/2016,8.9,3162,2,1,1.0,473.53641881638845,100.0,1960.0,Glen Eira,-37.8865,145.0302,Southern Metropolitan,2379
5328,Caulfield North,13/378 Dandenong Rd,2,u,722000,SP,Castran,17/09/2016,8.1,3161,2,2,2.0,473.53641881638845,66.68927162367223,2011.0,Glen Eira,-37.8607,145.0116,Southern Metropolitan,6923
5329,Collingwood,8/115 Oxford St,2,u,800000,VB,Nelson,25/02/2017,1.6,3066,2,1,1.0,473.53641881638845,91.0,1900.0,Yarra,-37.8026,144.9848,Northern Metropolitan,4553
5330,Elsternwick,5/16 St Georges Rd,2,u,741000,S,Biggin,16/04/2016,8.5,3185,3,1,1.0,473.53641881638845,1561.0,1966.0,Glen Eira,-37.8829,145.0033,Southern Metropolitan,4898
5331,Elsternwick,1/28 Clarence St,3,u,782000,S,Gary,22/05/2016,8.5,3185,3,1,1.0,473.53641881638845,95.0,1970.0,Glen Eira,-37.8921,145.0106,Southern Metropolitan,4898
5332,Elsternwick,5/33 Nepean Hwy,2,t,751000,S,McGrath,24/09/2016,8.5,3185,2,2,1.0,473.53641881638845,66.68927162367223,,Glen Eira,-37.8868,145.0,Southern Metropolitan,4898
5333,Elwood,4/6 May St,2,u,750000,S,Gary,3/12/2016,7.7,3184,2,1,1.0,473.53641881638845,71.0,1930.0,Port Phillip,-37.8791,144.9923,Southern Metropolitan,8989
5334,Elwood,8/203 Brighton Rd,2,u,790000,S,Marshall,4/06/2016,7.7,3184,2,1,2.0,473.53641881638845,85.0,1940.0,Port Phillip,-37.8794,144.9938,Southern Metropolitan,8989
5335,Elwood,4/5 Southey Ct,2,u,717000,S,Marshall,12/06/2016,7.7,3184,2,1,1.0,473.53641881638845,66.68927162367223,1950.0,Port Phillip,-37.8758,144.9874,Southern Metropolitan,8989
5336,Elwood,22/29 Dickens St,3,u,780000,S,Chisholm,12/11/2016,7.7,3184,3,1,1.0,473.53641881638845,100.0,1960.0,Port Phillip,-37.8726,144.9846,Southern Metropolitan,8989
5337,Elwood,4/41 Shelley St,2,u,765000,S,Marshall,16/04/2016,7.7,3184,2,1,0.0,473.53641881638845,88.0,1940.0,Port Phillip,-37.8809,144.9833,Southern Metropolitan,8989
5338,Elwood,6/115 Brighton Rd,2,u,730000,S,Chisholm,27/11/2016,7.7,3184,2,1,1.0,473.53641881638845,85.0,1940.0,Port Phillip,-37.874,144.9903,Southern Metropolitan,8989
5339,Essendon,1/15 Gilbertson St,2,u,736000,S,Nelson,23/04/2016,8.0,3040,2,1,1.0,473.53641881638845,106.0,1940.0,Moonee Valley,-37.7412,144.8974,Western Metropolitan,9264
5340,Essendon North,2/31 Greville St,3,u,765000,S,Nelson,19/11/2016,9.4,3041,3,2,1.0,473.53641881638845,134.0,2002.0,Moonee Valley,-37.7364,144.8977,Western Metropolitan,1308
5341,Fitzroy,309/416 Gore St,2,u,790000,S,Nelson,22/08/2016,1.6,3065,2,1,1.0,473.53641881638845,66.68927162367223,,Yarra,-37.7967,144.9836,Northern Metropolitan,5825
5342,Fitzroy,101/416 Gore St,2,u,715000,S,Nelson,26/07/2016,1.6,3065,2,1,1.0,473.53641881638845,74.0,1900.0,Yarra,-37.7967,144.9836,Northern Metropolitan,5825
5343,Fitzroy,9/56 Leicester St,2,t,710000,S,Jellis,27/06/2016,1.6,3065,2,1,1.0,473.53641881638845,90.0,2002.0,Yarra,-37.7953,144.9775,Northern Metropolitan,5825
5344,Fitzroy North,8/3 Miller St,2,t,750000,S,Woodards,18/03/2017,3.5,3068,2,2,2.0,473.53641881638845,95.0,2002.0,Yarra,-37.7761,144.9792,Northern Metropolitan,6244
5345,Fitzroy North,8/86 Queens Pde,3,t,775000,S,Woodards,28/05/2016,3.5,3068,3,2,2.0,473.53641881638845,66.68927162367223,,Yarra,-37.7918,144.9824,Northern Metropolitan,6244
5346,Flemington,1/116 Edinburgh St,2,h,715000,SP,Nelson,8/10/2016,4.4,3031,2,1,1.0,473.53641881638845,66.68927162367223,1980.0,Moonee Valley,-37.7852,144.9223,Northern Metropolitan,3593
